Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Mental_Health_Benefit,Musical_Features
Raat Ki Rani,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",SHAKTI,58,0.723,0.521,0,-9.255,1,0.187,0.237,0,0.525,0.645,149.991,211200,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Antariksh,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Antariksh,60,0.519,0.551,2,-11.193,0,0.177,0.287,0,0.117,0.237,177.976,165750,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
"Kalaastar (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Kalaastar (From ""Honey 3.0"")",58,0.812,0.832,1,-3.333,0,0.0499,0.0659,0,0.0719,0.594,94.973,207789,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Iktara - Lofi Flip,Kavita Seth,64,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']",Iktara (Lofi Flip),58,0.382,0.52,7,-12.319,1,0.0366,0.225,0.0506,0.427,0.179,159.894,173973,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Manali Trance,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",The Neha Kakkar Collection,56,0.613,0.84,6,-4.112,1,0.076,0.00807,1.58E-05,0.212,0.899,156.051,203206,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Rounds N Ring,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,59,0.881,0.746,2,-5.837,1,0.257,0.19,0,0.0677,0.76,91.027,175093,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
High On Me,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,59,0.757,0.939,0,-3.508,1,0.0639,0.301,5.15E-05,0.057,0.764,114.985,175178,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
100 Million,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Street Dreams,56,0.598,0.837,10,-4.83,0,0.299,0.185,1.83E-06,0.191,0.893,85.075,192479,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
"Birthday Bash (From ""Dilliwaali Zaalim Girlfriend"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Super Hits Of Yo Yo Honey Singh,55,0.8,0.93,2,-6.396,1,0.0636,0.015,3.21E-05,0.244,0.74,130.026,251539,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
KTMBK,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Genesis 1:1,58,0.898,0.435,6,-8.834,1,0.0489,0.555,0,0.139,0.836,115.034,154434,Anger,"Anger Management, Tension Release","Dynamic Rhythm, Complex Harmony, High Intensity"
Mirchi,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Mirchi,51,0.871,0.608,6,-5.486,1,0.4,0.142,0,0.0876,0.818,129.784,192923,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Chaar Botal Vodka,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Ragini Mms 2,53,0.877,0.881,4,-3.713,0,0.0713,0.421,0.000345,0.12,0.874,123.024,225837,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Woh Raat,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Woh Raat,51,0.728,0.901,2,-4.923,1,0.221,0.0807,1.25E-05,0.319,0.57,141.992,192676,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Namastute,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,53,0.782,0.84,10,-6.448,0,0.25,0.108,8.84E-06,0.158,0.752,159.945,120187,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Saza-E-Maut,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Still Here,52,0.84,0.837,5,-6.18,0,0.272,0.229,0,0.105,0.881,141.999,180000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
4.1,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",4.1,52,0.727,0.66,1,-6.468,1,0.349,0.555,0,0.111,0.213,85.845,169512,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
TT,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",TT,54,0.928,0.428,8,-11.177,0,0.204,0.577,0,0.116,0.723,129.977,237014,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
WARCRY,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,53,0.473,0.837,3,-2.785,0,0.288,0.478,0,0.42,0.401,194.998,300923,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Kyun,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Kyun,54,0.64,0.485,1,-8.567,1,0.115,0.441,3.37E-06,0.11,0.104,168.036,205714,Anger,"Anger Management, Tension Release","Dynamic Rhythm, Complex Harmony, High Intensity"
KODAK,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,54,0.613,0.647,10,-7.24,0,0.69,0.144,0,0.0739,0.52,70.644,363203,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Aaftaab,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,54,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64E-05,0.105,0.418,106.887,233471,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Akatsuki,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,52,0.668,0.751,1,-8.251,1,0.258,0.267,3.64E-05,0.192,0.601,156.025,155769,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Company,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Company,51,0.778,0.808,7,-3.747,1,0.28,0.103,0,0.0436,0.602,99.971,222000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Raat Jashan Di,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Zorawar,52,0.409,0.915,9,-3.118,1,0.256,0.242,0,0.289,0.482,93,295055,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Dekho Dekho Gabbar Singh,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Gabbar Singh,54,0.903,0.87,9,-2.617,0,0.119,0.0828,0,0.219,0.859,100.005,260000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Tum Jab Paas,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Tum Jab Paas - Single,53,0.751,0.344,6,-7.712,1,0.0379,0.528,1.62E-06,0.113,0.471,122.1,235932,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Kaun Talha,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Kaun Talha,58,0.683,0.558,8,-7.947,1,0.313,0.0561,1.66E-05,0.128,0.362,112.617,269409,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Vardaan,Ajey Nagar (CarryMinati),48,['hindi hip hop'],Vardaan,54,0.675,0.735,9,-10.894,0,0.381,0.136,0,0.152,0.139,95,202105,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Hisaab,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Street Dreams,54,0.718,0.803,4,-4.592,0,0.185,0.374,0,0.266,0.761,89.961,206937,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
11K,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,52,0.897,0.624,6,-8.205,1,0.236,0.158,7.34E-06,0.117,0.82,135.012,174222,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Chal Bombay,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Kohinoor,52,0.862,0.619,6,-6.645,0,0.318,0.0434,0,0.117,0.512,95.036,174000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Superman,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Zorawar,53,0.736,0.773,4,-8.171,0,0.0526,0.108,0.00151,0.103,0.601,132.064,231038,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
First Kiss,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",First Kiss,54,0.848,0.761,7,-2.467,0,0.0974,0.0779,0,0.0647,0.324,93.978,219509,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
cold/mess,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",cold/mess,55,0.509,0.477,11,-6.571,1,0.0262,0.309,0.0168,0.158,0.283,146.031,281218,neutral,neutral,neutral
नalla Freestyle,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",नalla Freestyle,51,0.876,0.47,0,-11.441,1,0.332,0.183,0.000214,0.143,0.583,132.926,177316,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
"Kuley Kuley (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Kuley Kuley (From ""Honey 3.0"")",53,0.751,0.731,8,-4.093,1,0.142,0.307,1.03E-05,0.0454,0.868,79.999,189000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Morni,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Morni,55,0.85,0.659,9,-4.439,0,0.0483,0.313,0,0.0966,0.604,120.025,161625,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Lapata,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,54,0.732,0.653,7,-5.875,0,0.0518,0.465,0,0.0659,0.476,107.98,191082,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Machayenge,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Machayenge,53,0.802,0.62,7,-9.023,0,0.199,0.0172,0,0.0564,0.745,104.985,152142,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Naksha,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",SHAKTI,54,0.66,0.838,9,-7.726,1,0.289,0.184,0,0.679,0.631,75.152,206400,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Makhna,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Makhna,53,0.846,0.739,11,-3.837,0,0.171,0.0385,2.24E-05,0.0929,0.259,104.98,191761,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Prarthana,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",FAR FROM OVER,55,0.903,0.844,11,-5.436,0,0.0974,0.133,0,0.114,0.823,121.988,199672,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
GOAT SHIT,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,52,0.913,0.706,1,-4.775,1,0.0684,0.392,2.70E-05,0.11,0.167,133.971,231044,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Sage,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Ved,53,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,230204,neutral,neutral,neutral
Laapata,King,70,"['desi pop', 'hindi hip hop']",Shayad Woh Sune,52,0.624,0.516,7,-8.619,1,0.0302,0.455,0.000189,0.334,0.363,86.999,234545,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Alag Aasmaan - Acoustic,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Alag Aasmaan (Acoustic),52,0.636,0.103,5,-13.387,1,0.0435,0.92,1.19E-06,0.108,0.67,115.523,212000,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Malamaal,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,52,0.715,0.722,1,-4.417,1,0.26,0.124,0,0.61,0.607,129.895,188245,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Chhote Chhote Peg (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,53,0.831,0.908,7,-3.317,1,0.101,0.328,0.00371,0.077,0.734,104.962,203881,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Awaargi,Aditya A,61,"['desi pop', 'hindi indie']",Awaargi,53,0.643,0.33,5,-13.074,1,0.0318,0.854,0.404,0.151,0.796,93.093,61491,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Baaraat,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Baaraat,52,0.678,0.449,4,-9.379,0,0.0869,0.477,0,0.536,0.606,100.033,222096,neutral,neutral,neutral
Fuck Them,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,55,0.843,0.75,10,-5.209,0,0.215,0.278,0,0.493,0.895,100.026,230111,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Desperado,Raghav,60,"['desi pop', 'hindi indie']",Desperado,55,0.781,0.7,11,-5.295,0,0.0693,0.103,0,0.307,0.585,98.023,247000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kahaan Ho Tum,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Mismatched: Season 1 (Music from the Netflix Original Series),53,0.714,0.393,5,-10.157,1,0.0754,0.733,0.00192,0.123,0.72,67.589,155289,Anxiety,"Stress Relief, Relaxation, Grounding","Slow Tempo, Soft Dynamics, Consonant Harmony"
She Don't Give A,King,70,"['desi pop', 'hindi hip hop']",The Carnival,53,0.557,0.474,2,-9.415,0,0.345,0.517,3.08E-06,0.112,0.267,162.971,206134,neutral,neutral,neutral
Rangisari Lofi Mix,Kanishk Seth,55,"['desi pop', 'hindi indie', 'indian indie', 'modern bollywood']",Rangisari Lofi Mix,54,0.424,0.451,10,-7.874,1,0.0291,0.707,1.53E-05,0.151,0.136,139.972,181215,neutral,neutral,neutral
Caliente,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,55,0.781,0.62,0,-7.044,0,0.219,0.583,3.01E-06,0.19,0.518,129.932,195107,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Sheeshe Wali Chunni,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,53,0.861,0.829,10,-3.946,0,0.0503,0.498,0,0.0764,0.816,122.965,189031,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Hide It,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,55,0.513,0.743,6,-7.121,1,0.341,0.372,0,0.186,0.114,195.939,184213,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Rap God,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,53,0.799,0.705,2,-6.136,1,0.144,0.178,0,0.0823,0.238,111.958,203253,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Shamaan De Vele,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,53,0.751,0.846,3,-5.325,0,0.321,0.652,0,0.127,0.472,93.997,171157,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Maan Meri Jaan (Afterlife),King,70,"['desi pop', 'hindi hip hop']",Maan Meri Jaan (Afterlife),53,0.62,0.591,6,-5.21,0,0.067,0.0873,0,0.0964,0.432,95.812,186998,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Apna Time Aayega,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gully Boy (Original Motion Picture Soundtrack),51,0.766,0.618,11,-8.552,0,0.124,0.0187,0.000115,0.181,0.514,95.055,140463,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Let's Nacho,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),50,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,215075,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
OOPS,King,70,"['desi pop', 'hindi hip hop']",OOPS,48,0.918,0.673,0,-5.084,1,0.184,0.314,0,0.0555,0.828,99.952,163200,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Manali Trance,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",The Shaukeens (Original Motion Picture Soundtrack),49,0.613,0.84,6,-4.112,1,0.076,0.00807,1.58E-05,0.212,0.899,156.051,203206,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
KODAK,King,70,"['desi pop', 'hindi hip hop']",KODAK,49,0.645,0.659,10,-6.784,0,0.567,0.129,0,0.0747,0.534,80.714,363203,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
WuShang Clan,Dank Rishu,36,['hindi hip hop'],WuShang Clan,50,0.703,0.736,11,-6.768,0,0.36,0.158,0,0.378,0.707,95.011,156631,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
TRAP PRAA,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",PRAA,49,0.81,0.664,10,-7.103,0,0.0442,0.117,2.02E-06,0.271,0.8,91.468,191901,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Asal G,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,51,0.854,0.742,0,-7.301,1,0.162,0.327,0,0.139,0.76,139.964,221142,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Light Theesko,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Mr Perfect,49,0.786,0.914,7,-4.243,1,0.116,0.164,0.000678,0.356,0.852,135.987,265071,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Dakla 2 - Extended Version,Bandish Projekt,43,"['desi hip hop', 'gujarati garba', 'hindi hip hop']",Dakla 2,51,0.473,0.886,1,-5.11,1,0.0883,0.0767,0.00016,0.0956,0.331,144.98,581538,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
101,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",101,49,0.919,0.647,1,-7.748,1,0.266,0.525,0,0.117,0.544,137.264,197154,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Let's Nacho,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",The Badshah of Party Hits,50,0.742,0.947,0,-3.749,1,0.0321,0.0905,0.0221,0.0721,0.88,130.041,215075,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
MUNDE BUSY,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",FOR THA DOGS,52,0.9,0.575,5,-7.568,1,0.254,0.332,0,0.327,0.499,97.977,183673,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kaisey Jiyun,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,49,0.386,0.824,11,-5.225,0,0.0317,0.000306,6.37E-06,0.27,0.362,163.99,239085,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Firse Machayenge,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Firse Machayenge,49,0.791,0.823,3,-5.065,0,0.204,0.294,0,0.0645,0.832,99.937,207428,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Bring Me Back,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Spoken Word,48,0.825,0.756,7,-6.73,0,0.145,0.396,4.12E-05,0.0965,0.807,114.961,192208,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Machayenge 4,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Machayenge 4,49,0.833,0.8,11,-4.56,0,0.298,0.262,0,0.435,0.685,124.982,398750,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Daftar Ki Girl,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Desi Kalakaar,50,0.778,0.596,0,-4.287,1,0.0444,0.0674,0,0.168,0.509,95.976,187756,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Khudi,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,50,0.626,0.79,3,-6.502,1,0.0397,0.0196,8.86E-05,0.106,0.539,127.039,297642,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Baarishein (Acoustic),Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Baarishein (Acoustic),51,0.42,0.158,1,-13.947,1,0.0365,0.822,5.34E-06,0.132,0.316,150.594,209250,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Swah!,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,48,0.847,0.563,8,-7.821,1,0.114,0.0338,0,0.154,0.499,136.944,284013,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Been a While,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Time Will Tell,51,0.835,0.694,2,-7.414,1,0.0978,0.0507,0,0.194,0.465,98.951,227878,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Role Model,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",For The Day One$,49,0.845,0.751,0,-5.131,1,0.237,0.43,0,0.101,0.878,93.005,243870,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
